Title,URL
Algal-based Degradation of Microplastic: Prospects for Combating Microplastic Pollution,https://link.springer.com/chapter/10.1007/978-981-99-8357-5_29
Biodegradable and conventional microplastics posed similar toxicity to marine algae Chlorella vulgaris,https://www.sciencedirect.com/science/article/pii/S0166445X22000248
Toxic effects of microplastic on marine microalgae Skeletonema costatum: interactions between microplastic and algae,https://www.sciencedirect.com/science/article/pii/S0269749116309204
"Microplastic pollution in marine environments: Exploring sources, sinks, and consequences with a focus on algal interactions",https://www.sciencedirect.com/science/article/pii/S2352485523004607
Effect of polyethylene microplastic biodegradation by algae on their sorption properties and toxicity,https://www.sciencedirect.com/science/article/pii/S0045653524029011
The influence of microplastics on the toxic effects and biodegradation of bisphenol A in the microalgae Chlorella pyrenoidosa,https://link.springer.com/article/10.1007/s10452-022-09966-6
Marine microalgae–Mediated biodegradation of polystyrene microplastics: Insights from enzymatic and molecular docking studies,https://www.sciencedirect.com/science/article/pii/S0045653524029321
The toxicity of virgin and UV-aged PVC microplastics on the growth of freshwater algae Chlamydomonas reinhardtii,https://www.sciencedirect.com/science/article/pii/S0048969720351329
Biotechnology potential of marine fungi degrading plant and algae polymeric substrates,https://www.frontiersin.org/articles/10.3389/fmicb.2018.01527/full
Microbial deterioration and degradation of polymeric materials,https://jbiochemtech.com/article/microbial-deterioration-and-degradation-of-polymeric-materials
[PDF][PDF] Development of PCL/PMMA and PCL/PEG Polymeric Film as Potential for Algae Removal,https://www.ukm.my/jsm/pdf_files/SM-PDF-53-6-2024/7.pdf
"[BOEK][B] Algae based polymers, blends, and composites: chemistry, biotechnology and materials science",https://books.google.com/books?hl=nl&lr=&id=oAKqDQAAQBAJ&oi=fnd&pg=PP1&dq=algae+polymeric+materials+degradation&ots=PQ5KHxxov1&sig=o8EWyNYz7bA_sr2ceoiF6RBWS4E
Development and characterization of algae based semi-interpenetrating polymer network composite,https://link.springer.com/article/10.1007/s13369-021-05567-x
Algae fiber polypropylene composites: Modeling of the degradation by solid state kinetics,https://onlinelibrary.wiley.com/doi/abs/10.1002/app.44622
Biodegradable thermoplastic composites based on polyvinyl alcohol and algae,https://pubs.acs.org/doi/abs/10.1021/bm701041e
Insightful analysis of cyanobacterial-assisted degradation of different polymers and their kinetics,https://www.sciencedirect.com/science/article/pii/S2211926424001772
Plant polymer biodegradation in relation to global carbon management,https://www.sciencedirect.com/science/article/pii/S0144861710003504
Biocomposites based on sea algae fibers and biodegradable thermoplastic matrices,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1097-4628(19990725)73:4%3C583::AID-APP14%3E3.0.CO;2-H
Biodegradable plastics based on algal polymers: recent advances and applications,https://link.springer.com/content/pdf/10.1007/978-3-031-09710-2_20.pdf
[PDF][PDF] Biodegradable polymer films from seaweed polysaccharides: A review on cellulose as a reinforcement material,https://www.academia.edu/download/82391598/expresspolymlett.2017.pdf
Macroalgae derived fungi have high abilities to degrade algal polymers,https://www.mdpi.com/2076-2607/8/1/52
Using a marine microalga as a chassis for polyethylene terephthalate (PET) degradation,https://link.springer.com/article/10.1186/s12934-019-1220-z
Functional expression of polyethylene terephthalate-degrading enzyme (PETase) in green microalgae,https://link.springer.com/article/10.1186/s12934-020-01355-8
Advancing sustainability: The role of epiplastic microalgae and their enzymatic pathways in freshwater plastic biodegradation,https://www.sciencedirect.com/science/article/pii/S2214714424013667
"[PDF][PDF] Evaluation of the interaction among microalgae Spirulina sp, plastics polyethylene terephthalate and polypropylene in freshwater environment",https://bibliotekanauki.pl/articles/952383.pdf
Biodegradation of oxidized high-density polyethylene and oxo-degradable plastic using microalgae Dunaliella salina,https://www.tandfonline.com/doi/abs/10.1080/26395940.2022.2128884
[PDF][PDF] Polyethylene terephthalate degradation by microalga Chlorella vulgaris along with pretreatment,https://www.revmaterialeplastice.ro/pdf/24%20WAJEEHA%203%2020.pdf
Microalgae-based bioplastics: future solution towards mitigation of plastic wastes,https://www.sciencedirect.com/science/article/pii/S0013935121019216
"Biodegradation of low-density polyethylene (LDPE) sheet by microalga, Uronema africanum Borge",https://www.nature.com/articles/s41598-021-96315-6
Distinct exposure impact of non-degradable and biodegradable microplastics on freshwater microalgae (Chlorella pyrenoidosa): Implications for polylactic acid as a …,https://www.sciencedirect.com/science/article/pii/S0304389424028449
"A critical review of interactions between microplastics, microalgae and aquatic ecosystem function",https://www.sciencedirect.com/science/article/pii/S0043135420310113
The potential of using microalgae for microplastic degradation in aquatic ecosystem,https://www.sciencedirect.com/science/article/pii/S2211926424004375
Interactions between polyethylene and polypropylene microplastics and Spirulina sp. microalgae in aquatic systems,https://www.cell.com/heliyon/fulltext/S2405-8440(21)01779-5
The effect of salinity on the interaction between microplastic polyethylene terephthalate (PET) and microalgae Spirulina sp.,https://link.springer.com/article/10.1007/s11356-021-16286-z
Microalgae for microplastic removal from water and wastewater: a review,https://link.springer.com/article/10.1007/s10311-024-01809-0
Effects of leachates from UV-weathered microplastic on the microalgae Scenedesmus vacuolatus,https://link.springer.com/article/10.1007/s00216-021-03798-3
"In Silico Study of Enzymatic Degradation of Bioplastic by Microalgae: An Outlook on Microplastic Environmental Impact Assessment, Challenges, and Opportunities",https://link.springer.com/article/10.1007/s12033-023-00886-w
Different interaction performance between microplastics and microalgae: The bio-elimination potential of Chlorella sp. L38 and Phaeodactylum tricornutum MASCC …,https://www.sciencedirect.com/science/article/pii/S0048969720316594
Microalgae as contributors to produce biopolymers,https://www.mdpi.com/1660-3397/19/8/466
Stability effects of added biomass on microalgae styrene–butadiene–styrene composites,https://link.springer.com/article/10.1007/s10973-024-13419-7
"Studies on co-pyrolysis of microalgae and polymeric waste (plastic/rubber): Thermal behavior, kinetics, and product characteristics",https://www.sciencedirect.com/science/article/pii/S0165237024005795
Microalgae colonization of different microplastic polymers in experimental mesocosms across an environmental gradient,https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.15989
Polymer-enhanced enzymatic microalgal cell disruption for lipid and sugar recovery,https://www.sciencedirect.com/science/article/pii/S2211926416300200
Biopolymers production from microalgae and cyanobacteria cultivated in wastewater: Recent advances,https://www.sciencedirect.com/science/article/pii/S0734975022000957
Effect of microalgae addition on active biodegradable starch film,https://www.sciencedirect.com/science/article/pii/S2211926418300110
[HTML][HTML] A review on chemical mechanism of microalgae flocculation via polymers,https://www.sciencedirect.com/science/article/pii/S2215017X18302091
Evaluation of Microalgae's Plastic Biodeterioration Property by a Consortium of Chlorella sp. and Cyanobacteria sp.,https://www.erem.ktu.lt/index.php/erem/article/view/25317
A review on production of poly β hydroxybutyrates from cyanobacteria for the production of bio plastics,https://www.sciencedirect.com/science/article/pii/S2211926413000465
Efficient biodegradation of low-density polyethylene by cyanobacteria isolated from submerged polyethylene surface in domestic sewage water,https://link.springer.com/article/10.1007/s11356-018-3079-7
Cyanobacteria as a promising alternative for sustainable environment: Synthesis of biofuel and biodegradable plastics,https://www.frontiersin.org/articles/10.3389/fmicb.2022.939347/full
[PDF][PDF] PET-degrading cyanobacteria for marine environments,https://biotreks.org/wp-content/uploads/2020/10/e202014.pdf
Bioremediation of Microplastics by Cyanobacteria,https://www.taylorfrancis.com/chapters/edit/10.1201/9781032684574-17/bioremediation-microplastics-cyanobacteria-rwiddhi-sarkhel-parthapratim-gupta-tamal-mandal
A simple recovery process for biodegradable plastics accumulated in cyanobacteria treated with ionic liquids,https://link.springer.com/article/10.1007/s00253-014-6234-1
Biodegradable plastics production by cyanobacteria,https://link.springer.com/chapter/10.1007/978-3-319-92399-4_9
[HTML][HTML] Cyanobacteria as a Source of Biodegradable Plastics,https://www.intechopen.com/chapters/86853
Biodegradable Plastics from Cyanobacteria,https://www.mrforum.com/product/9781644901335-11/
Cyanobacterial degradation of low-density polyethylene (LDPE) by Nostoc carneum isolated from submerged polyethylene surface in domestic sewage water,https://link.springer.com/article/10.1007/s40974-019-00133-6
Microplastics benefit bacteria colonization and induce microcystin degradation,https://www.sciencedirect.com/science/article/pii/S0304389422003120
Phthalocyanine blue leaching and exposure effects on Microcystis aeruginosa (cyanobacteria) of photoaged microplastics,https://www.sciencedirect.com/science/article/pii/S0304389424005636
Identification and toxicity towards aquatic primary producers of the smallest fractions released from hydrolytic degradation of polycaprolactone microplastics,https://www.sciencedirect.com/science/article/pii/S004565352201459X
Not so dangerous? PET microplastics toxicity on freshwater microalgae and cyanobacteria,https://www.sciencedirect.com/science/article/pii/S0269749123006309
Nanoplastics Promote Microcystin Synthesis and Release from Cyanobacterial Microcystis aeruginosa,https://pubs.acs.org/doi/abs/10.1021/acs.est.9b06085
[HTML][HTML] Harnessing photosynthetic microorganisms for enhanced bioremediation of microplastics: A comprehensive review,https://www.sciencedirect.com/science/article/pii/S2666498424000218
Periphytic biofilm: An innovative approach for biodegradation of microplastics,https://www.sciencedirect.com/science/article/pii/S004896972030574X
Effects of micro-sized biodegradable plastics on Microcystis aeruginosa,https://www.sciencedirect.com/science/article/pii/S004896972307674X
Environmental impacts of microplastic and role of plastisphere microbes in the biodegradation and upcycling of microplastic,https://www.sciencedirect.com/science/article/pii/S0045653523011955
"Complex interactions among temperature, microplastics and cyanobacteria may facilitate cyanobacteria proliferation and microplastic deposition",https://www.sciencedirect.com/science/article/pii/S0147651323007637
Experimental evidence from the field that naturally weathered microplastics accumulate cyanobacterial toxins in eutrophic lakes,https://setac.onlinelibrary.wiley.com/doi/abs/10.1002/etc.5485
Characteristics and bacterial community dynamics during extracellular polymeric substance (EPS) degradation of cyanobacterial blooms,https://www.sciencedirect.com/science/article/pii/S0048969720358381
"Production of polymers by cyanobacteria grown in wastewater: Current status, challenges and future perspectives",https://www.sciencedirect.com/science/article/pii/S1871678419300226
Partial characterization of cyanobacterial extracellular polymeric substances for aquatic ecosystems,https://link.springer.com/article/10.1007/s10452-019-09699-z
A review of microalgae-and cyanobacteria-based biodegradation of organic pollutants,https://www.mdpi.com/1420-3049/27/3/1141
Modifying the cyanobacterial metabolism as a key to efficient biopolymer production in photosynthetic microorganisms,https://www.mdpi.com/1422-0067/21/19/7204
[PDF][PDF] Isolation purification and screening of biodegradable polymer PHB producing cyanobacteria from marine and fresh water resources,https://www.ijee.net/article_64514_5b4a44328a11c35ce976c2654956ff49.pdf
Strategies to obtain designer polymers based on cyanobacterial extracellular polymeric substances (EPS),https://www.mdpi.com/1422-0067/20/22/5693
Biofilm and diatom succession on polyethylene (PE) and biodegradable plastic bags in two marine habitats: early signs of degradation in the pelagic and benthic zone …,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0137201
Exopolysaccharides directed embellishment of diatoms triggered on plastics and other marine litter,https://www.nature.com/articles/s41598-020-74801-7
First identification and characterization of detoxifying plastic-degrading DBP hydrolases in the marine diatom Cylindrotheca closterium,https://www.sciencedirect.com/science/article/pii/S0048969721076130
Diatoms Biodegrade Microplastics from Marine Environments,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4848829
Ultrafast bulk degradation of polylactic acid by artificially cultured diatom frustules,https://www.sciencedirect.com/science/article/pii/S026635382200152X
Study on the onset mechanism of bio-blister degradation of polyolefin by diatom attachment in seawater,https://www.nature.com/articles/s41598-024-54668-8
Microplastic pollution in aquatic ecosystems: impacts on diatom communities,https://link.springer.com/article/10.1007/s10661-025-13636-z
Employing newly developed plastic bubble wrap technique for biofuel production from diatoms cultivated in discarded plastic waste,https://www.sciencedirect.com/science/article/pii/S0048969722007598
Enhanced biodegradation of phthalate acid esters in marine sediments by benthic diatom Cylindrotheca closterium,https://www.sciencedirect.com/science/article/pii/S0048969714017045
Diatom and cyanobacteria communities on artificial polymer substrates in the Crimean coastal waters of the Black Sea,https://www.sciencedirect.com/science/article/pii/S0025326X21005555
[HTML][HTML] Plastic habitats: Algal biofilms on photic and aphotic plastics,https://www.sciencedirect.com/science/article/pii/S2666911021000265
Individual and combined toxicity of microplastics and diuron differs between freshwater and marine diatoms,https://www.sciencedirect.com/science/article/pii/S004896972205433X
"Effects of microplastics on growth, phenanthrene stress, and lipid accumulation in a diatom, Phaeodactylum tricornutum",https://www.sciencedirect.com/science/article/pii/S0269749119331975
Impact of polystyrene microplastics on the growth and photosynthetic efficiency of diatom Chaetoceros neogracile,https://www.sciencedirect.com/science/article/pii/S0141113624000047
"Effects of UV-based oxidation processes on the degradation of microplastic: Fragmentation, organic matter release, toxicity and disinfection byproduct formation",https://www.sciencedirect.com/science/article/pii/S0043135423004190
Combined Effects of Microplastics and Benzo[a]pyrene on the Marine Diatom Chaetoceros muelleri,https://www.frontiersin.org/articles/10.3389/fmars.2021.779321/full
UV-B radiation alleviated detrimental effects of polymethyl methacrylate microplastics on marine diatom Thalassiosira pseudonana,https://www.sciencedirect.com/science/article/pii/S0048969723030097
Hormesis-like growth and photosynthetic physiology of marine diatom Phaeodactylum tricornutum Bohlin exposed to polystyrene microplastics,https://link.springer.com/article/10.1007/s11783-021-1436-0
Differential impact of planktonic and periphytic diatoms on aggregation and sinking of microplastics in a simulated marine environment,https://www.sciencedirect.com/science/article/pii/S0025326X23013966
[PDF][PDF] Pilot study of the influence of thermoplastic starch based polymer packaging material on the growth of diatom population in sea water environment,https://sciendo.com/pdf/10.2478/v10026-011-0025-6
Polymer networks produced by marine diatoms in the northern Adriatic Sea,https://www.mdpi.com/1660-3397/9/4/666
Hydrophobic Biodegradable Hyperbranched Copolymers with Excellent Marine Diatom Resistance,https://pubs.acs.org/doi/abs/10.1021/acs.biomac.2c00779
Different types of diatom-derived extracellular polymeric substances drive changes in heterotrophic bacterial communities from intertidal sediments,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00245/full
Poly (lactic acid)/artificially cultured diatom frustules nanofibrous membranes with fast and controllable degradation rates for air filtration,https://link.springer.com/article/10.1007/s42114-022-00474-7
Biodegradable Polymer Packaging Materials in Seawater Environment,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003105015-12/biodegradable-polymer-packaging-materials-seawater-environment-helena-janik-justyna-kuci%C5%84ska-lipka-maciej-sienkiewicz-alicja-kosakowska
Biodegradable polyurethane based clay composite and their anti-biofouling properties,https://www.sciencedirect.com/science/article/pii/S0927775721008153
Marine polymers. IV Diatom polysaccharides,https://www.degruyter.com/document/doi/10.1515/botm.1972.15.2.102/html
